PW-Taxon	PW-SizeClass	PEG-Taxon	PEG-SizeClass	PW-Taxon att behålla trots ej i PEG	PW-sizeClass att beh
Protoperidinium conicum	2	Protoperidinium conicum	2		
Protoperidinium conicum	3	Protoperidinium conicum	3		
Protoperidinium conicum	4	Protoperidinium conicum	4		
Protoperidinium conicum	5	Protoperidinium conicum	5		
Protoperidinium conicum	32	Protoperidinium conicum			
Protoperidinium crassipes	1	Protoperidinium crassipes	1		
Protoperidinium crassipes	32	Protoperidinium crassipes			
Protoperidinium crassipes/curtipes	1	Protoperidinium crassipes	1		
Protoperidinium crassipes/curtipes	2	Protoperidinium crassipes	1		
Protoperidinium crassipes/curtipes	32	Protoperidinium crassipes			
Protoperidinium curtipes	0	Protoperidinium curtipes			
Protoperidinium curtipes	1	Protoperidinium curtipes	1		
Protoperidinium curtipes	32	Protoperidinium curtipes			
Protoperidinium curtipes/crassipes	32	Protoperidinium curtipes			
Protoperidinium curvipes	1	Protoperidinium curvipes	1		
Protoperidinium curvipes	32	Protoperidinium curvipes			
Protoperidinium depressum	1	Protoperidinium depressum	1		
Protoperidinium depressum	2	Protoperidinium depressum	2		
Protoperidinium depressum	3	Protoperidinium depressum	1		
Protoperidinium depressum	4	Protoperidinium depressum	4		
Protoperidinium depressum	5	Protoperidinium depressum	5		
Protoperidinium depressum	6	Protoperidinium depressum			
Protoperidinium depressum	7	Protoperidinium depressum			
Protoperidinium depressum	32	Protoperidinium depressum			
Protoperidinium divergens	0	Protoperidinium divergens			
Protoperidinium divergens	1	Protoperidinium divergens	1		
Protoperidinium divergens	2	Protoperidinium divergens	2		
Protoperidinium divergens	3	Protoperidinium divergens	3		
Protoperidinium divergens	4	Protoperidinium divergens			
Protoperidinium divergens	32	Protoperidinium divergens			
Protoperidinium granii	1	Protoperidinium granii	1		
Protoperidinium granii	2	Protoperidinium granii	2		
Protoperidinium granii	3	Protoperidinium granii	3		
Protoperidinium granii	4	Protoperidinium granii	4		
Protoperidinium granii	5	Protoperidinium granii	5		
Protoperidinium granii	6	Protoperidinium granii	6		
Protoperidinium granii	7	Protoperidinium granii	7		
Protoperidinium granii	32	Protoperidinium granii			
Protoperidinium leonis	0	Protoperidinium leonis			
Protoperidinium leonis	1	Protoperidinium leonis	1		
Protoperidinium leonis	32	Protoperidinium leonis			
Protoperidinium longispinum	1	Protoperidinium longispinum	1		
Protoperidinium longispinum	32	Protoperidinium longispinum			
Protoperidinium marielebourae	0	Protoperidinium marielebourae			
Protoperidinium marielebourae	32	Protoperidinium marielebourae			
Protoperidinium minutum	1	Protoperidinium minutum	1		
Protoperidinium minutum	2	Protoperidinium minutum	2		
Protoperidinium minutum	32	Protoperidinium minutum			
Protoperidinium oblongum	1	Protoperidinium oblongum	3		
Protoperidinium oblongum	2	Protoperidinium oblongum	2		
Protoperidinium oblongum	3	Protoperidinium oblongum	3		
Protoperidinium oblongum	4	Protoperidinium oblongum	4		
Protoperidinium oblongum	5	Protoperidinium oblongum	5		
Protoperidinium oblongum	32	Protoperidinium oblongum			
Protoperidinium oblongum var. latidorsale	0	Protoperidinium oblongum			
Protoperidinium oblongum var. latidorsale	1	Protoperidinium oblongum	1		
Protoperidinium oblongum var. latidorsale	32	Protoperidinium oblongum			
Protoperidinium pallidum	0	Protoperidinium pallidum			
Protoperidinium pallidum	1	Protoperidinium pallidum	1		
Protoperidinium pallidum	2	Protoperidinium pallidum	2		
Protoperidinium pallidum	3	Protoperidinium pallidum	3		
Protoperidinium pallidum	32	Protoperidinium pallidum			
Protoperidinium pellucidum	1	Protoperidinium pellucidum	1		
Protoperidinium pellucidum	2	Protoperidinium pellucidum	2		
Protoperidinium pellucidum	3	Protoperidinium pellucidum	3		
Protoperidinium pellucidum	4	Protoperidinium pellucidum	4		
Protoperidinium pellucidum	5	Protoperidinium pellucidum	5		
Protoperidinium pellucidum	6	Protoperidinium pellucidum	6		
Protoperidinium pellucidum	32	Protoperidinium pellucidum			
Protoperidinium pentagonum	1	Protoperidinium pentagonum	1		
Protoperidinium pentagonum	32	Protoperidinium pentagonum			
Protoperidinium punctulatum	1	Protoperidinium punctulatum			
Protoperidinium punctulatum	32	Protoperidinium punctulatum			
Protoperidinium spC	0	Protoperidinium			
Protoperidinium spC	1	Protoperidinium	9		
Protoperidinium spp	1	Protoperidinium	1		
Protoperidinium spp	2	Protoperidinium	2		
Protoperidinium spp	3	Protoperidinium	3		
Protoperidinium spp	4	Protoperidinium	4		
Protoperidinium spp	5	Protoperidinium	5		
Protoperidinium spp	6	Protoperidinium	6		
Protoperidinium spp	7	Protoperidinium	7		
Protoperidinium spp	8	Protoperidinium	8		
Protoperidinium spp	9	Protoperidinium	9		
Protoperidinium spp	10	Protoperidinium	12		
Protoperidinium spp	11	Protoperidinium	11		
Protoperidinium spp	12	Protoperidinium	12		
Protoperidinium spp	13	Protoperidinium	13		
Protoperidinium spp	14	Protoperidinium			
Protoperidinium spp	15	Protoperidinium			
Protoperidinium spp	16	Protoperidinium			
Protoperidinium spp	17	Protoperidinium			
Protoperidinium spp	18	Protoperidinium			
Protoperidinium spp	32	Protoperidinium			
Protoperidinium steinii	1	Protoperidinium steinii	1		
Protoperidinium steinii	2	Protoperidinium steinii	2		
Protoperidinium steinii	3	Protoperidinium steinii	6		
Protoperidinium steinii	4	Protoperidinium steinii	7		
Protoperidinium steinii	5	Protoperidinium steinii	7		
Protoperidinium steinii	6	Protoperidinium steinii	3		
Protoperidinium steinii	7	Protoperidinium steinii	6		
Protoperidinium steinii	8	Protoperidinium steinii			
Protoperidinium steinii	10	Protoperidinium steinii			
Protoperidinium steinii	32	Protoperidinium steinii			
Protoperidinium thorianum	1	Protoperidinium thorianum	1		
Protoperidinium thorianum	2	Protoperidinium thorianum	2		
Protoperidinium thorianum	32	Protoperidinium thorianum			
Pseudanabaena acicularis	1	Pseudanabaena acicularis	1		
Pseudanabaena acicularis	32	Pseudanabaena acicularis			
Pseudanabaena spp	32	Pseudanabaena			
Pseudochattonella farcimen	2		1	Pseudochattonella farcimen	2
Pseudochattonella farcimen	5			Pseudochattonella farcimen	5
Pseudochattonella farcimen	6			Pseudochattonella farcimen	6
Pseudochattonella farcimen	32			Pseudochattonella farcimen	32
Pseudochattonella spp	32			Pseudochattonella spp	32
Pseudodifflugia sp	0				
Pseudodifflugia sp	32				
Pseudo-nitzschia americana	1	Pseudo-nitzschia americana			
Pseudo-nitzschia calliantha	1	Pseudo-nitzschia calliantha	1		
Pseudo-nitzschia calliantha	2	Pseudo-nitzschia calliantha			
Pseudo-nitzschia calliantha	32	Pseudo-nitzschia calliantha			
Pseudo-nitzschia delicatissima	1	Pseudo-nitzschia delicatissima	1		
Pseudo-nitzschia delicatissima	2	Pseudo-nitzschia delicatissima	2		
Pseudo-nitzschia delicatissima	3	Pseudo-nitzschia delicatissima	3		
Pseudo-nitzschia delicatissima	32	Pseudo-nitzschia delicatissima			
Pseudo-nitzschia delicatissima-group	1	Pseudo-nitzschia delicatissima-group	4		
Pseudo-nitzschia delicatissima-group	2	Pseudo-nitzschia delicatissima-group	2		
Pseudo-nitzschia delicatissima-group	3	Pseudo-nitzschia delicatissima-group	3		
Pseudo-nitzschia delicatissima-group	4	Pseudo-nitzschia delicatissima-group	5		
Pseudo-nitzschia delicatissima-group	32	Pseudo-nitzschia delicatissima-group			
Pseudo-nitzschia pseudodelicatissima	0	Pseudo-nitzschia pseudodelicatissima			
Pseudo-nitzschia pseudodelicatissima	1	Pseudo-nitzschia pseudodelicatissima	1		
Pseudo-nitzschia pseudodelicatissima	2	Pseudo-nitzschia pseudodelicatissima			
Pseudo-nitzschia pseudodelicatissima	3	Pseudo-nitzschia pseudodelicatissima			
Pseudo-nitzschia pseudodelicatissima	32	Pseudo-nitzschia pseudodelicatissima			
Pseudo-nitzschia pungens	0	Pseudo-nitzschia pungens			
Pseudo-nitzschia pungens	1	Pseudo-nitzschia pungens	1		
Pseudo-nitzschia pungens	2	Pseudo-nitzschia pungens	2		
Pseudo-nitzschia pungens	3	Pseudo-nitzschia pungens	3		
Pseudo-nitzschia pungens	4	Pseudo-nitzschia pungens	4		
Pseudo-nitzschia pungens	32	Pseudo-nitzschia pungens			
Pseudo-nitzschia seriata forma obtusa	1	Pseudo-nitzschia seriata	1		
Pseudo-nitzschia seriata forma seriata	1	Pseudo-nitzschia seriata f. seriata	1		
Pseudo-nitzschia seriata forma seriata	2	Pseudo-nitzschia seriata f. seriata	2		
Pseudo-nitzschia seriata forma seriata	3	Pseudo-nitzschia seriata f. seriata	3		
Pseudo-nitzschia seriata forma seriata	4	Pseudo-nitzschia seriata f. seriata	4		
Pseudo-nitzschia seriata forma seriata	5	Pseudo-nitzschia seriata f. seriata			
Pseudo-nitzschia seriata forma seriata	6	Pseudo-nitzschia seriata f. seriata			
Pseudo-nitzschia seriata forma seriata	7	Pseudo-nitzschia seriata f. seriata			
Pseudo-nitzschia seriata forma seriata	32	Pseudo-nitzschia seriata f. seriata			
Pseudo-nitzschia seriata-group	1	Pseudo-nitzschia seriata-group	5		
Pseudo-nitzschia seriata-group	2	Pseudo-nitzschia seriata-group	2		
Pseudo-nitzschia seriata-group	3	Pseudo-nitzschia seriata-group	3		
Pseudo-nitzschia seriata-group	5	Pseudo-nitzschia seriata-group			
Pseudo-nitzschia seriata-group	32	Pseudo-nitzschia seriata-group			
Pseudo-nitzschia spp	1	Pseudo-nitzschia	1		
Pseudo-nitzschia spp	2	Pseudo-nitzschia	2		
Pseudo-nitzschia spp	3	Pseudo-nitzschia	3		
Pseudo-nitzschia spp	4	Pseudo-nitzschia	3		
Pseudo-nitzschia spp	5	Pseudo-nitzschia			
Pseudo-nitzschia spp	6	Pseudo-nitzschia			
Pseudo-nitzschia spp	7	Pseudo-nitzschia			
Pseudo-nitzschia spp	8	Pseudo-nitzschia			
Pseudo-nitzschia spp	9	Pseudo-nitzschia			
Pseudo-nitzschia spp	10	Pseudo-nitzschia			
Pseudo-nitzschia spp	11	Pseudo-nitzschia			
Pseudo-nitzschia spp	32	Pseudo-nitzschia			
Pseudopedinella cf.pyriforme	32	Pseudopedinella			
Pseudopedinella pyriforme	0	Pseudopedinella pyriforme			
Pseudopedinella pyriforme	1	Pseudopedinella pyriforme	1		
Pseudopedinella pyriforme	2	Pseudopedinella pyriforme	2		
Pseudopedinella pyriforme	32	Pseudopedinella pyriforme			
Pseudopedinella spp	1	Pseudopedinella	1		
Pseudopedinella spp	2	Pseudopedinella	2		
Pseudopedinella spp	3	Pseudopedinella	3		
Pseudopedinella spp	4	Pseudopedinella	4		
Pseudopedinella spp	5	Pseudopedinella	5		
Pseudopedinella spp	32	Pseudopedinella			
Pseudopedinella tricostata	0	Pseudopedinella tricostata			
Pseudopedinella tricostata	1	Pseudopedinella tricostata	1		
Pseudopedinella tricostata	2	Pseudopedinella tricostata	2		
Pseudopedinella tricostata	3	Pseudopedinella tricostata	3		
Pseudopedinella tricostata	32	Pseudopedinella tricostata			
Pseudoscourfieldia marina	0	Pseudoscourfieldia marina			
Pseudoscourfieldia marina	1	Pseudoscourfieldia marina	1		
Pseudoscourfieldia marina	32	Pseudoscourfieldia marina			
Pseudoscourfieldia spp	1	Pseudoscourfieldia	1		
Pseudoscourfieldia spp	2	Pseudoscourfieldia	1		
Pseudoscourfieldia spp	32	Pseudoscourfieldia			
Pseudosolenia calcar-avis	1	Pseudosolenia calcar-avis			
Pseudosolenia calcar-avis	32	Pseudosolenia calcar-avis			
Pterosperma spp	1	Pterosperma	1		
Pterosperma spp	2	Pterosperma	3		
Pterosperma spp	3	Pterosperma	2		
Pterosperma spp	4	Pterosperma	5		
Pterosperma spp	5	Pterosperma	4		
Pterosperma spp	32	Pterosperma			
Pterosperma vanhoeffenii	0	Pterosperma vanhoeffenii			
Pterosperma vanhoeffenii	32	Pterosperma vanhoeffenii			
Ptychocylis urnula	32	Ptychocylis urnula			
Pyramimonas disomata	0	Pyramimonas disomata			
Pyramimonas disomata	32	Pyramimonas disomata			
Pyramimonas longicauda	1	Pyramimonas longicauda			
Pyramimonas longicauda	32	Pyramimonas longicauda			
Pyramimonas spp	0	Pyramimonas			
Pyramimonas spp	1	Pyramimonas	1		
Pyramimonas spp	2	Pyramimonas	2		
Pyramimonas spp	3	Pyramimonas	3		
Pyramimonas spp	4	Pyramimonas	4		
Pyramimonas spp	32	Pyramimonas			
Pyramimonas virginica	0	Pyramimonas virginica			
Pyramimonas virginica	1	Pyramimonas virginica	1		
Pyramimonas virginica	2	Pyramimonas virginica	2		
Pyramimonas virginica	32	Pyramimonas virginica			
Pyrocystis lunula	32	Pyrocystis lunula			
Pyrophacus horologicum	1	Pyrophacus horologicum	3		
Pyrophacus horologicum	32	Pyrophacus horologicum			
Quadricoccus ellipticus	1	Quadricoccus ellipticus	1		
Quadricoccus ellipticus	2	Quadricoccus ellipticus	2		
Quadricoccus ellipticus	32	Quadricoccus ellipticus			
Quadricoccus euryhalinicus	0	Quadricoccus euryhalinicus			
Quadricoccus euryhalinicus	1	Quadricoccus euryhalinicus	1		
Quadricoccus euryhalinicus	32	Quadricoccus euryhalinicus			
Quadricoccus verrucosus	1	Quadricoccus verrucosus	1		
Quadricoccus verrucosus	32	Quadricoccus verrucosus			
Radiocystis geminata	1	Radiocystis geminata	1		
Radiocystis geminata	2	Radiocystis geminata	2		
Radiocystis geminata	3	Radiocystis geminata	3		
Radiocystis geminata	4	Radiocystis geminata	4		
Radiocystis geminata	32	Radiocystis geminata			
Radiocystis spp	1	Radiocystis			
Raphidocelis sigmoidea	1	Raphidocelis sigmoidea	1		
Raphidocelis sigmoidea	32	Raphidocelis sigmoidea			
Rhabdoderma compositum	1	Rhabdoderma compositum			
Rhabdoderma lineare	1	Rhabdoderma lineare	1		
Rhabdoderma lineare	2	Rhabdoderma lineare	1		
Rhabdoderma lineare	32	Rhabdoderma lineare			
Rhabdoderma spp	1	Rhabdoderma	1		
Rhabdoderma spp	2	Rhabdoderma	2		
Rhabdoderma spp	32	Rhabdoderma			
Rhabdogloea ellipsoidea	1	Rhabdogloea ellipsoidea			
Rhabdogloea ellipsoidea	32	Rhabdogloea ellipsoidea			
Rhabdogloea minuta	1	Rhabdogloea minuta			
Rhabdogloea minuta	32	Rhabdogloea minuta			
Rhabdogloea spp	1	Rhabdogloea			
Rhabdogloea spp	32	Rhabdogloea			
Rhaphoneis amphiceros	1	Rhaphoneis amphiceros			
Rhaphoneis amphiceros	32	Rhaphoneis amphiceros			
Rhizomonas setigera	32	Rhizomonas setigera			
Rhizomonas setigera_colonies	0	Rhizomonas			
Rhizosolenia hebetata forma semispina	1	Rhizosolenia hebetata f. semispina	1		
Rhizosolenia hebetata forma semispina	2	Rhizosolenia hebetata f. semispina	2		
Rhizosolenia hebetata forma semispina	3	Rhizosolenia hebetata f. semispina	3		
Rhizosolenia hebetata forma semispina	4	Rhizosolenia hebetata f. semispina	4		
Rhizosolenia hebetata forma semispina	5	Rhizosolenia hebetata f. semispina	5		
Rhizosolenia hebetata forma semispina	6	Rhizosolenia hebetata f. semispina	6		
Rhizosolenia hebetata forma semispina	7	Rhizosolenia hebetata f. semispina	7		
Rhizosolenia hebetata forma semispina	8	Rhizosolenia hebetata f. semispina			
Rhizosolenia hebetata forma semispina	9	Rhizosolenia hebetata f. semispina			
Rhizosolenia hebetata forma semispina	32	Rhizosolenia hebetata f. semispina			
Rhizosolenia imbricata	1	Rhizosolenia imbricata	2		
Rhizosolenia imbricata	2	Rhizosolenia imbricata	1		
Rhizosolenia imbricata	3	Rhizosolenia imbricata			
Rhizosolenia imbricata	32	Rhizosolenia imbricata			
Rhizosolenia pungens	1	Rhizosolenia pungens	1		
Rhizosolenia pungens	2	Rhizosolenia pungens	2		
Rhizosolenia pungens	3	Rhizosolenia pungens	3		
Rhizosolenia pungens	4	Rhizosolenia pungens	4		
Rhizosolenia pungens	5	Rhizosolenia pungens	5		
Rhizosolenia pungens	6	Rhizosolenia pungens	6		
Rhizosolenia pungens	7	Rhizosolenia pungens	7		
Rhizosolenia pungens	8	Rhizosolenia pungens	8		
Rhizosolenia pungens	9	Rhizosolenia pungens			
Rhizosolenia pungens	32	Rhizosolenia pungens			
Rhizosolenia setigera	1	Rhizosolenia setigera	1		
Rhizosolenia setigera	2	Rhizosolenia setigera	2		
Rhizosolenia setigera	3	Rhizosolenia setigera	3		
Rhizosolenia setigera	4	Rhizosolenia setigera	4		
Rhizosolenia setigera	5	Rhizosolenia setigera	5		
Rhizosolenia setigera	6	Rhizosolenia setigera	6		
Rhizosolenia setigera	7	Rhizosolenia setigera	7		
Rhizosolenia setigera	8	Rhizosolenia setigera	8		
Rhizosolenia setigera	9	Rhizosolenia setigera			
Rhizosolenia setigera	10	Rhizosolenia setigera			
Rhizosolenia setigera	32	Rhizosolenia setigera			
Rhizosolenia setigera_restingspores	10	Rhizosolenia			
Rhizosolenia spp	1	Rhizosolenia	1		
Rhizosolenia spp	2	Rhizosolenia	5		
Rhizosolenia spp	3	Rhizosolenia	4		
Rhizosolenia spp	4	Rhizosolenia	3		
Rhizosolenia spp	5	Rhizosolenia	2		
Rhizosolenia spp	6	Rhizosolenia			
Rhizosolenia spp	7	Rhizosolenia			
Rhizosolenia spp	8	Rhizosolenia			
Rhizosolenia spp	32	Rhizosolenia			
Rhizosolenia styliformis	1	Rhizosolenia styliformis	2		
Rhizosolenia styliformis	32	Rhizosolenia styliformis			
Rhodomonas baltica	1	Rhodomonas baltica	1		
Rhodomonas baltica	32	Rhodomonas baltica			
Rhodomonas lacustris var. lacustris	1	Rhodomonas lacustris var. lacustris	1		
Rhodomonas lacustris var. lacustris	32	Rhodomonas lacustris var. lacustris			
Rhodomonas lacustris var. nannoplanctica	1	Rhodomonas lacustris var. nannoplanctica	1		
Rhodomonas lacustris var. nannoplanctica	32	Rhodomonas lacustris var. nannoplanctica			
Rhodomonas marina	0	Rhodomonas marina			
Rhodomonas marina	1	Rhodomonas marina	1		
Rhodomonas marina	32	Rhodomonas marina			
Rhodomonas spp	1	Rhodomonas	1		
Rhodomonas spp	2	Rhodomonas	2		
Rhodomonas spp	32	Rhodomonas			
Rhoicosphenia abbreviata	1	Rhoicosphenia abbreviata	1		
Rhoicosphenia abbreviata	2	Rhoicosphenia abbreviata	2		
Rhoicosphenia abbreviata	32	Rhoicosphenia abbreviata			
Round brown	0	Unicell spp	7		
Round brown	1	Unicell spp	7		
Scenedesmus acuminatus	1	Scenedesmus acuminatus	1		
Scenedesmus acuminatus	2	Scenedesmus acuminatus	2		
Scenedesmus acuminatus	3	Scenedesmus acuminatus	3		
Scenedesmus acuminatus	4	Scenedesmus acuminatus	3		
Scenedesmus acuminatus	5	Scenedesmus acuminatus	4		
Scenedesmus acuminatus	6	Scenedesmus acuminatus			
Scenedesmus acuminatus	32	Scenedesmus acuminatus			
Scenedesmus acutiformis	1	Scenedesmus acutiformis	1		
Scenedesmus acutiformis	32	Scenedesmus acutiformis			
Scenedesmus apiculatus	1	Scenedesmus apiculatus	1		
Scenedesmus apiculatus	32	Scenedesmus apiculatus			
Scenedesmus arcuatus var. arcuatus	1	Scenedesmus arcuatus var. arcuatus	1		
Scenedesmus arcuatus var. arcuatus	2	Scenedesmus arcuatus var. arcuatus	2		
Scenedesmus arcuatus var. arcuatus	32	Scenedesmus arcuatus var. arcuatus			
Scenedesmus bicaudatus	1	Desmodesmus armatus v. bicaudatus	1		
Scenedesmus bicaudatus	32	Desmodesmus armatus v. bicaudatus			
Scenedesmus caudato-aculeolatus	1	Scenedesmus caudato-aculeolatus	1		
Scenedesmus caudato-aculeolatus	32	Scenedesmus caudato-aculeolatus			
Scenedesmus ellipticus	1	Scenedesmus ellipticus	1		
Scenedesmus ellipticus	2	Scenedesmus ellipticus	2		
Scenedesmus ellipticus	3	Scenedesmus ellipticus	3		
Scenedesmus ellipticus	4	Scenedesmus ellipticus	4		
Scenedesmus ellipticus	5	Scenedesmus ellipticus	5		
Scenedesmus ellipticus	6	Scenedesmus ellipticus	5		
Scenedesmus ellipticus	32	Scenedesmus ellipticus			
Scenedesmus obtusus	1	Scenedesmus obtusus	1		
Scenedesmus obtusus	2	Scenedesmus obtusus	2		
Scenedesmus obtusus	3	Scenedesmus obtusus	3		
Scenedesmus obtusus	32	Scenedesmus obtusus			
Scenedesmus parvus	1	Scenedesmus parvus	1		
Scenedesmus parvus	32	Scenedesmus parvus			
Scenedesmus soli	1	Scenedesmus	1		
Scenedesmus soli	32	Scenedesmus			
Scenedesmus spp	1	Scenedesmus	2		
Scenedesmus spp	2	Scenedesmus	2		
Scenedesmus spp	3	Scenedesmus	3		
Scenedesmus spp	32	Scenedesmus			
Schroederia setigera	1	Schroederia setigera	1		
Schroederia setigera	2	Schroederia setigera	2		
Schroederia setigera	32	Schroederia setigera			
Sclerodinium calyptroglyphe	0	Sclerodinium calyptroglyphe			
Sclerodinium calyptroglyphe	1	Sclerodinium calyptroglyphe			
Sclerodinium calyptroglyphe	32	Sclerodinium calyptroglyphe			
Scrippsiella faroense	1	Scrippsiella-complex spp	11		
Scrippsiella faroense	32	Scrippsiella			
Scrippsiella hangoei	1	Scrippsiella hangoei	1		
Scrippsiella hangoei	2	Scrippsiella hangoei	2		
Scrippsiella hangoei	3	Scrippsiella hangoei	3		
Scrippsiella hangoei	4	Scrippsiella hangoei	4		
Scrippsiella hangoei	5	Scrippsiella hangoei	5		
Scrippsiella hangoei	6	Scrippsiella hangoei	6		
Scrippsiella hangoei	7	Scrippsiella hangoei	7		
Scrippsiella hangoei	8	Scrippsiella hangoei	8		
Scrippsiella hangoei	32	Scrippsiella hangoei			
Scrippsiella sp	0	Scrippsiella			
Scrippsiella sp	1	Scrippsiella	1		
Scrippsiella sp	32	Scrippsiella			
Scrippsiella spp	0	Scrippsiella			
Scrippsiella spp	1	Scrippsiella	1		
Scrippsiella spp	2	Scrippsiella	2		
Scrippsiella spp	3	Scrippsiella	3		
Scrippsiella spp	32	Scrippsiella			
Scrippsiella trochoidea	1	Scrippsiella trochoidea	1		
Scrippsiella trochoidea	2	Scrippsiella trochoidea	2		
Scrippsiella trochoidea	3	Scrippsiella trochoidea	3		
Scrippsiella trochoidea	32	Scrippsiella trochoidea			
Scrippsiella-complex spp	3	Scrippsiella complex spp	3		
Scrippsiella-complex spp	4	Scrippsiella complex spp	1		
Scrippsiella-complex spp	32	Scrippsiella complex spp			32
Scrippsiella-group spp	1	Scrippsiella complex spp	1		
Scrippsiella-group spp	2	Scrippsiella complex spp	2		
Scrippsiella-group spp	3	Scrippsiella complex spp	3		
Scrippsiella-group spp	32	Scrippsiella complex spp			32
Scuticociliate sp	0			Ciliophora	2
Scuticociliates spp	0			Ciliophora	4
Scuticociliates spp	1			Ciliophora	2
Scuticociliates spp	2			Ciliophora	2
Scuticociliates spp	32			Ciliophora	32
Selenastrum bibraianum	1	Selenastrum bibraianum	1		
Selenastrum bibraianum	32	Selenastrum bibraianum			
Selenastrum gracile	1	Selenastrum gracile	1		
Selenastrum gracile	32	Selenastrum gracile			
Skeletonema costatum	1	Skeletonema costatum	1		
Skeletonema costatum	2	Skeletonema costatum	2		
Skeletonema costatum	3	Skeletonema costatum	3		
Skeletonema costatum	4	Skeletonema costatum	4		
Skeletonema costatum	5	Skeletonema costatum	5		
Skeletonema costatum	6	Skeletonema costatum	6		
Skeletonema costatum	7	Skeletonema costatum	7		
Skeletonema costatum	8	Skeletonema costatum	8		
Skeletonema costatum	9	Skeletonema costatum	9		
Skeletonema costatum	10	Skeletonema costatum	10		
Skeletonema costatum	11	Skeletonema costatum	11		
Skeletonema costatum	12	Skeletonema costatum	12		
Skeletonema costatum	13	Skeletonema costatum	13		
Skeletonema costatum	14	Skeletonema costatum	14		
Skeletonema costatum	15	Skeletonema costatum	15		
Skeletonema costatum	16	Skeletonema costatum	16		
Skeletonema costatum	17	Skeletonema costatum	17		
Skeletonema costatum	18	Skeletonema costatum	18		
Skeletonema costatum	19	Skeletonema costatum	19		
Skeletonema costatum	20	Skeletonema costatum	20		
Skeletonema costatum	21	Skeletonema costatum	21		
Skeletonema costatum	22	Skeletonema costatum	22		
Skeletonema costatum	23	Skeletonema costatum	23		
Skeletonema costatum	32	Skeletonema costatum			
Skeletonema subsalsum	1	Skeletonema subsalsum	1		
Skeletonema subsalsum	2	Skeletonema subsalsum	2		
Skeletonema subsalsum	3	Skeletonema subsalsum	3		
Skeletonema subsalsum	4	Skeletonema subsalsum	4		
Skeletonema subsalsum	5	Skeletonema subsalsum	5		
Skeletonema subsalsum	6	Skeletonema subsalsum	6		
Skeletonema subsalsum	7	Skeletonema subsalsum	7		
Skeletonema subsalsum	8	Skeletonema subsalsum	8		
Skeletonema subsalsum	32	Skeletonema subsalsum			
Snowella fennica	1	Snowella fennica	1		
Snowella fennica	2	Snowella fennica	2		
Snowella fennica	3	Snowella fennica	3		
Snowella fennica	4	Snowella fennica	4		
Snowella fennica	32	Snowella fennica			
Spathulodinium pseudonoctiluca	1	Spathulodinium pseudonoctiluca	1		
Spathulodinium pseudonoctiluca	32	Spathulodinium pseudonoctiluca			
Spatulodinium pseudonoctiluca	32	Spathulodinium pseudonoctiluca			
Sphaerocystis planctonica	1	Sphaerocystis planctonica	1		
Sphaerocystis planctonica	32	Sphaerocystis planctonica			
Sphaerocystis schroeteri	1	Sphaerocystis schroeteri	1		
Sphaerocystis schroeteri	2	Sphaerocystis schroeteri	2		
Sphaerocystis schroeteri	3	Sphaerocystis schroeteri	3		
Sphaerocystis schroeteri	32	Sphaerocystis schroeteri			
Spiral protist	0				
Spirulina major	1	Spirulina major	1		
Spirulina major	32	Spirulina major			
Spirulina spp	1	Spirulina	1		
Spirulina spp	2	Spirulina	2		
Spirulina spp	32	Spirulina			
Spirulina subsalsa	1	Spirulina subsalsa	1		
Spjut ciliate	0			Ciliophora	1
Staurastrum spp	1	Staurastrum	1		
Staurastrum spp	32	Staurastrum			
Staurosira construens var. binodis	1	Staurosira construens var. binodis	1		
Staurosira construens var. binodis	32	Staurosira construens var. binodis			
Staurosira construens var. construens	1	Staurosira construens var. construens	1		
Staurosira construens var. construens	32	Staurosira construens var. construens			
Staurosira construens var. venter	1	Staurosira construens var. venter	1		
Staurosira construens var. venter	32	Staurosira construens var. venter			
Stellarima stellaris	0	Stellarima stellaris			
Stellarima stellaris	1	Stellarima stellaris	4		
Stellarima stellaris	2	Stellarima stellaris	2		
Stellarima stellaris	3	Stellarima stellaris	1		
Stellarima stellaris	4	Stellarima stellaris	3		
Stellarima stellaris	5	Stellarima stellaris			
Stellarima stellaris	6	Stellarima stellaris			
Stellarima stellaris	8	Stellarima stellaris			
Stellarima stellaris	32	Stellarima stellaris			
Stenosemella sp	32	Stenosemella			
Stenosemella spp	1	Stenosemella			
Stenosemella spp	32	Stenosemella			
Stephanodiscus binderanus	1	Stephanodiscus binderanus	1		
Stephanodiscus binderanus	2	Stephanodiscus binderanus	2		
Stephanodiscus binderanus	3	Stephanodiscus binderanus	4		
Stephanodiscus binderanus	32	Stephanodiscus binderanus			
Stephanodiscus hantzschii	1	Stephanodiscus hantzschii	1		
Stephanodiscus hantzschii	2	Stephanodiscus hantzschii	2		
Stephanodiscus hantzschii	3	Stephanodiscus hantzschii	3		
Stephanodiscus hantzschii	4	Stephanodiscus hantzschii	4		
Stephanodiscus hantzschii	5	Stephanodiscus hantzschii	5		
Stephanodiscus hantzschii	32	Stephanodiscus hantzschii			
Stephanodiscus minutulus	1	Stephanodiscus minutulus	1		
Stephanodiscus minutulus	32	Stephanodiscus minutulus			
Stephanodiscus rotula	1	Stephanodiscus rotula	1		
Stephanodiscus rotula	2	Stephanodiscus rotula	2		
Stephanodiscus rotula	3	Stephanodiscus rotula	3		
Stephanodiscus rotula	4	Stephanodiscus rotula	4		
