PW-Taxon	PW-SizeClass	PEG-Taxon	PEG-SizeClass	PW-Taxon att behålla trots ej i PEG	PW-sizeClass att beh
Chaetoceros debilis	3	Chaetoceros debilis	3		
Chaetoceros debilis	4	Chaetoceros debilis	4		
Chaetoceros debilis	5	Chaetoceros debilis	5		
Chaetoceros debilis	6	Chaetoceros debilis			
Chaetoceros debilis	7	Chaetoceros debilis			
Chaetoceros debilis	8	Chaetoceros debilis			
Chaetoceros debilis	32	Chaetoceros debilis			
Chaetoceros debilis_restingspore	1	Chaetoceros	1		
Chaetoceros debilis_restingspore	2	Chaetoceros	2		
Chaetoceros debilis_restingspore	32	Chaetoceros			
Chaetoceros decipiens	1	Chaetoceros decipiens	1		
Chaetoceros decipiens	2	Chaetoceros decipiens	2		
Chaetoceros decipiens	3	Chaetoceros decipiens	3		
Chaetoceros decipiens	4	Chaetoceros decipiens	4		
Chaetoceros decipiens	5	Chaetoceros decipiens	5		
Chaetoceros decipiens	6	Chaetoceros decipiens			
Chaetoceros decipiens	7	Chaetoceros decipiens			
Chaetoceros decipiens	8	Chaetoceros decipiens			
Chaetoceros decipiens	9	Chaetoceros decipiens			
Chaetoceros decipiens	32	Chaetoceros decipiens			
Chaetoceros densus	0	Chaetoceros densus			
Chaetoceros densus	1	Chaetoceros densus	1		
Chaetoceros densus	2	Chaetoceros densus			
Chaetoceros densus	32	Chaetoceros densus			
Chaetoceros diadema	1	Chaetoceros diadema	1		
Chaetoceros diadema	2	Chaetoceros diadema	2		
Chaetoceros diadema	3	Chaetoceros diadema	3		
Chaetoceros diadema	4	Chaetoceros diadema	4		
Chaetoceros diadema	5	Chaetoceros diadema	5		
Chaetoceros diadema	6	Chaetoceros diadema			
Chaetoceros diadema	7	Chaetoceros diadema			
Chaetoceros diadema	8	Chaetoceros diadema			
Chaetoceros diadema	32	Chaetoceros diadema			
Chaetoceros diadema_restingspore	9	Chaetoceros	9		
Chaetoceros diadema_restingspore	10	Chaetoceros	10		
Chaetoceros diadema_restingspore	32	Chaetoceros			
Chaetoceros didymus	2	Chaetoceros didymus			
Chaetoceros didymus	32	Chaetoceros didymus			
Chaetoceros didymus sensu lato	2	Chaetoceros didymus			
Chaetoceros didymus var. anglicus	32	Chaetoceros didymus			
Chaetoceros didymus var. didymus	1	Chaetoceros didymus var. didymus	1		
Chaetoceros didymus var. didymus	2	Chaetoceros didymus var. didymus	2		
Chaetoceros didymus var. didymus	32	Chaetoceros didymus var. didymus			
Chaetoceros didymus var. protuberans	0	Chaetoceros didymus var. protuberans			
Chaetoceros didymus var. protuberans	1	Chaetoceros didymus var. protuberans	1		
Chaetoceros didymus var. protuberans	2	Chaetoceros didymus var. protuberans			
Chaetoceros didymus var. protuberans	32	Chaetoceros didymus var. protuberans			
Chaetoceros didymus_restingspore	1	Chaetoceros didymus	1		
Chaetoceros didymus_restingspore	32	Chaetoceros			
Chaetoceros didymus_sensulato	1	Chaetoceros didymus	1		
Chaetoceros didymus_sensulato	2	Chaetoceros didymus	1		
Chaetoceros didymus_sensulato	3	Chaetoceros didymus	1		
Chaetoceros eibenii	1	Chaetoceros eibenii	1		
Chaetoceros eibenii	2	Chaetoceros eibenii			
Chaetoceros eibenii	32	Chaetoceros eibenii			
Chaetoceros impressus	1	Chaetoceros impressus	1		
Chaetoceros impressus	2	Chaetoceros impressus	2		
Chaetoceros impressus	3	Chaetoceros impressus	3		
Chaetoceros impressus	4	Chaetoceros impressus	4		
Chaetoceros impressus	5	Chaetoceros impressus	5		
Chaetoceros impressus	32	Chaetoceros impressus			
Chaetoceros ingolfianus	1	Chaetoceros ingolfianus			
Chaetoceros ingolfianus	32	Chaetoceros ingolfianus			
Chaetoceros laciniosus	0	Chaetoceros laciniosus			
Chaetoceros laciniosus	1	Chaetoceros laciniosus	1		
Chaetoceros laciniosus	2	Chaetoceros laciniosus	2		
Chaetoceros laciniosus	3	Chaetoceros laciniosus	3		
Chaetoceros laciniosus	4	Chaetoceros laciniosus	4		
Chaetoceros laciniosus	32	Chaetoceros laciniosus			
Chaetoceros laciniosus_restingspore	1	Chaetoceros	1		
Chaetoceros laciniosus_restingspore	4	Chaetoceros	4		
Chaetoceros laciniosus_restingspore	5	Chaetoceros	5		
Chaetoceros laciniosus_restingspore	32	Chaetoceros			
Chaetoceros lauderi	1	Chaetoceros lauderi	1		
Chaetoceros lauderi	2	Chaetoceros lauderi	2		
Chaetoceros lauderi	3	Chaetoceros lauderi	3		
Chaetoceros lauderi	32	Chaetoceros lauderi			
Chaetoceros lorenzianus	1	Chaetoceros lorenzianus	1		
Chaetoceros lorenzianus	2	Chaetoceros lorenzianus	2		
Chaetoceros lorenzianus	3	Chaetoceros lorenzianus	3		
Chaetoceros lorenzianus	4	Chaetoceros lorenzianus			
Chaetoceros lorenzianus	32	Chaetoceros lorenzianus			
Chaetoceros minimus	0	Chaetoceros minimus			
Chaetoceros minimus	1	Chaetoceros minimus	1		
Chaetoceros minimus	2	Chaetoceros minimus	2		
Chaetoceros minimus	32	Chaetoceros minimus			
Chaetoceros pseudobrevis	0	Chaetoceros pseudobrevis			
Chaetoceros pseudobrevis	1	Chaetoceros pseudobrevis	1		
Chaetoceros pseudobrevis	2	Chaetoceros pseudobrevis			
Chaetoceros pseudobrevis	3	Chaetoceros pseudobrevis			
Chaetoceros pseudobrevis	32	Chaetoceros pseudobrevis			
Chaetoceros pseudocrinitus	1	Chaetoceros pseudocrinitus	1		
Chaetoceros pseudocrinitus	2	Chaetoceros pseudocrinitus			
Chaetoceros pseudocrinitus	32	Chaetoceros pseudocrinitus			
Chaetoceros radiatus	32	Chaetoceros			
Chaetoceros radicans	1	Chaetoceros radicans			
Chaetoceros radicans	32	Chaetoceros radicans			
Chaetoceros relacini	3	Chaetoceros	3		
Chaetoceros restdebilis	0	Chaetoceros			
Chaetoceros restdiadema	4	Chaetoceros	4		
Chaetoceros restingspores	5	Chaetoceros	5		
Chaetoceros scoialis forma socialis	1	Chaetoceros	1		
Chaetoceros scoialis forma socialis	2	Chaetoceros	2		
Chaetoceros scoialis forma socialis	3	Chaetoceros	3		
Chaetoceros scoialis forma socialis	4	Chaetoceros	4		
Chaetoceros seiracanthus	1	Chaetoceros seiracanthus	1		
Chaetoceros seiracanthus	2	Chaetoceros seiracanthus			
Chaetoceros seiracanthus	3	Chaetoceros seiracanthus			
Chaetoceros seiracanthus	32	Chaetoceros seiracanthus			
Chaetoceros seiracanthus_restingspore	0	Chaetoceros			
Chaetoceros seiracanthus_restingspore	1	Chaetoceros	1		
Chaetoceros seiracanthus_restingspore	32	Chaetoceros			
Chaetoceros similis	1	Chaetoceros similis	1		
Chaetoceros similis	2	Chaetoceros similis	2		
Chaetoceros similis	3	Chaetoceros similis	3		
Chaetoceros similis	4	Chaetoceros similis	2		
Chaetoceros similis	5	Chaetoceros similis	5		
Chaetoceros similis	6	Chaetoceros similis	6		
Chaetoceros similis	7	Chaetoceros similis	7		
Chaetoceros similis	32	Chaetoceros similis			
Chaetoceros similis_restingspore	1	Chaetoceros	1		
Chaetoceros similis_restingspore	32	Chaetoceros			
Chaetoceros simplex	0	Chaetoceros simplex			
Chaetoceros simplex	1	Chaetoceros simplex	1		
Chaetoceros simplex	2	Chaetoceros simplex	2		
Chaetoceros simplex	3	Chaetoceros simplex	3		
Chaetoceros simplex	4	Chaetoceros simplex	4		
Chaetoceros simplex	5	Chaetoceros simplex	5		
Chaetoceros simplex	6	Chaetoceros simplex	6		
Chaetoceros simplex	7	Chaetoceros simplex	7		
Chaetoceros simplex	8	Chaetoceros simplex	8		
Chaetoceros simplex	32	Chaetoceros simplex			
Chaetoceros socialis	0	Chaetoceros socialis			
Chaetoceros socialis	1	Chaetoceros socialis			
Chaetoceros socialis	32	Chaetoceros socialis			
Chaetoceros socialis forma radians	0	Chaetoceros socialis f. radians			
Chaetoceros socialis forma radians	1	Chaetoceros socialis f. radians	1		
Chaetoceros socialis forma radians	2	Chaetoceros socialis f. radians	2		
Chaetoceros socialis forma radians	3	Chaetoceros socialis f. radians			
Chaetoceros socialis forma radians	32	Chaetoceros socialis f. radians			
Chaetoceros socialis forma socialis	0	Chaetoceros socialis f. socialis			
Chaetoceros socialis forma socialis	1	Chaetoceros socialis f. socialis	1		
Chaetoceros socialis forma socialis	2	Chaetoceros socialis f. socialis	2		
Chaetoceros socialis forma socialis	3	Chaetoceros socialis f. socialis	3		
Chaetoceros socialis forma socialis	4	Chaetoceros socialis f. socialis	4		
Chaetoceros socialis forma socialis	32	Chaetoceros socialis f. socialis			
Chaetoceros socialis_chains	0	Chaetoceros socialis			
Chaetoceros socialis_chains	1	Chaetoceros socialis	4		
Chaetoceros socialis_chains	32	Chaetoceros socialis			
Chaetoceros socialis_chains forma radians	32	Chaetoceros socialis f. radians			
Chaetoceros socialis_chains forma socialis	32	Chaetoceros socialis f. socialis			
Chaetoceros socialis_colony	32	Chaetoceros socialis f. socialis			
Chaetoceros socialis_colony forma radians	32	Chaetoceros socialis f. radians			
Chaetoceros socialis_colony forma socialis	32	Chaetoceros socialis f. socialis			
Chaetoceros socialis_restingspore	0	Chaetoceros socialis			
Chaetoceros socialis_restingspore	32	Chaetoceros socialis			
Chaetoceros solitary	0	Chaetoceros			
Chaetoceros sp	6	Chaetoceros	6		
Chaetoceros sp	7	Chaetoceros	7		
Chaetoceros sp	8	Chaetoceros	8		
Chaetoceros sp._restingspore	9	Chaetoceros	9		
Chaetoceros sp_restingspore	0	Chaetoceros			
Chaetoceros spA	0	Chaetoceros			
Chaetoceros spp	1	Chaetoceros	1		
Chaetoceros spp	2	Chaetoceros	2		
Chaetoceros spp	3	Chaetoceros	3		
Chaetoceros spp	4	Chaetoceros	4		
Chaetoceros spp	5	Chaetoceros	5		
Chaetoceros spp	6	Chaetoceros	6		
Chaetoceros spp	7	Chaetoceros	7		
Chaetoceros spp	8	Chaetoceros	8		
Chaetoceros spp	9	Chaetoceros	9		
Chaetoceros spp	10	Chaetoceros	10		
Chaetoceros spp	11	Chaetoceros	11		
Chaetoceros spp	32	Chaetoceros			
Chaetoceros spp_solitary	1	Chaetoceros	1		
Chaetoceros spp_solitary	2	Chaetoceros	2		
Chaetoceros spp_solitary	3	Chaetoceros	3		
Chaetoceros spp_solitary	32	Chaetoceros			
Chaetoceros subtilis	1	Chaetoceros subtilis			
Chaetoceros subtilis	2	Chaetoceros subtilis			
Chaetoceros subtilis	32	Chaetoceros subtilis			
Chaetoceros subtilis var. subtilis	1	Chaetoceros subtilis var. subtilis	1		
Chaetoceros subtilis var. subtilis	2	Chaetoceros subtilis var. subtilis	2		
Chaetoceros subtilis var. subtilis	3	Chaetoceros subtilis var. subtilis	3		
Chaetoceros subtilis var. subtilis	4	Chaetoceros subtilis var. subtilis	4		
Chaetoceros subtilis var. subtilis	5	Chaetoceros subtilis var. subtilis	5		
Chaetoceros subtilis var. subtilis	6	Chaetoceros subtilis var. subtilis	6		
Chaetoceros subtilis var. subtilis	7	Chaetoceros subtilis var. subtilis	7		
Chaetoceros subtilis var. subtilis	8	Chaetoceros subtilis var. subtilis	8		
Chaetoceros subtilis var. subtilis	9	Chaetoceros subtilis var. subtilis	9		
Chaetoceros subtilis var. subtilis	10	Chaetoceros subtilis var. subtilis	10		
Chaetoceros subtilis var. subtilis	11	Chaetoceros subtilis var. subtilis	11		
Chaetoceros subtilis var. subtilis	12	Chaetoceros subtilis var. subtilis	12		
Chaetoceros subtilis var. subtilis	32	Chaetoceros subtilis var. subtilis			
Chaetoceros tenuissimus	1	Chaetoceros tenuissimus	1		
Chaetoceros tenuissimus	2	Chaetoceros tenuissimus	2		
Chaetoceros tenuissimus	3	Chaetoceros tenuissimus	3		
Chaetoceros tenuissimus	4	Chaetoceros tenuissimus	4		
Chaetoceros tenuissimus	32	Chaetoceros tenuissimus			
Chaetoceros teres	1	Chaetoceros teres	1		
Chaetoceros teres	2	Chaetoceros teres	2		
Chaetoceros teres	32	Chaetoceros teres			
Chaetoceros throndsenii	0	Chaetoceros throndsenii			
Chaetoceros throndsenii	1	Chaetoceros throndsenii			
Chaetoceros throndsenii	32	Chaetoceros throndsenii			
Chaetoceros throndsenii var. throndsenii	1	Chaetoceros throndsenii var. throndsenii	1		
Chaetoceros throndsenii var. throndsenii	2	Chaetoceros throndsenii var. throndsenii	2		
Chaetoceros throndsenii var. throndsenii	3	Chaetoceros throndsenii var. throndsenii	3		
Chaetoceros throndsenii var. throndsenii	4	Chaetoceros throndsenii var. throndsenii	4		
Chaetoceros throndsenii var. throndsenii	5	Chaetoceros throndsenii var. throndsenii	5		
Chaetoceros throndsenii var. throndsenii	32	Chaetoceros throndsenii var. throndsenii			
Chaetoceros throndsenii var. trisetosus	1	Chaetoceros throndsenii			
Chaetoceros throndsenii var. trisetosus	32	Chaetoceros throndsenii			
Chaetoceros wighamii	1	Chaetoceros wighamii	1		
Chaetoceros wighamii	2	Chaetoceros wighamii	2		
Chaetoceros wighamii	3	Chaetoceros wighamii	3		
Chaetoceros wighamii	4	Chaetoceros wighamii	4		
Chaetoceros wighamii	5	Chaetoceros wighamii	5		
Chaetoceros wighamii	6	Chaetoceros wighamii	6		
Chaetoceros wighamii	7	Chaetoceros wighamii	7		
Chaetoceros wighamii	8	Chaetoceros wighamii	8		
Chaetoceros wighamii	9	Chaetoceros wighamii	9		
Chaetoceros wighamii	10	Chaetoceros wighamii	10		
Chaetoceros wighamii	11	Chaetoceros wighamii	11		
Chaetoceros wighamii	12	Chaetoceros wighamii	12		
Chaetoceros wighamii	13	Chaetoceros wighamii	13		
Chaetoceros wighamii	14	Chaetoceros wighamii	14		
Chaetoceros wighamii	15	Chaetoceros wighamii	15		
Chaetoceros wighamii	16	Chaetoceros wighamii	16		
Chaetoceros wighamii	17	Chaetoceros wighamii	17		
Chaetoceros wighamii	18	Chaetoceros wighamii	18		
Chaetoceros wighamii	19	Chaetoceros wighamii	19		
Chaetoceros wighamii	32	Chaetoceros wighamii			
Chattonella cf.verruculosa	1	Chattonella			
Chattonella cf.verruculosa	2	Chattonella			
Chattonella cf.verruculosa	3	Chattonella			
Chattonella cf.verruculosa	4	Chattonella			
Chattonella cf.verruculosa	32	Chattonella			
Chattonella spp	1	Chattonella			
Chattonella spp	32	Chattonella			
Chattonella verruculosa	1	Chattonella verruculosa	1		
Chlamydocapsa ampla	1	Chlamydocapsa ampla	1		
Chlamydocapsa ampla	2	Chlamydocapsa ampla	2		
Chlamydocapsa ampla	32	Chlamydocapsa ampla			
Chlorodendrales spp	1	Chlorodendrales			
Chlorodendrales spp	32	Chlorodendrales			
Chlorogonium maximum	1	Chlorogonium maximum	1		
Chlorogonium maximum	2	Chlorogonium maximum	2		
Chlorogonium maximum	3	Chlorogonium maximum	3		
Chlorogonium maximum	32	Chlorogonium maximum			
Chlorogonium minimum	1	Chlorogonium minimum	1		
Chlorogonium minimum	2	Chlorogonium minimum	2		
Chlorogonium minimum	32	Chlorogonium minimum			
Choano col	0	Craspedophyceae spp			1
Choano sol	0	Craspedophyceae spp			1
Choanoflagellidea spp	1	Choanoflagellidea	1		
Choanoflagellidea spp	32	Choanoflagellidea			
Choanoflagellidea spp_colony	32	Choanoflagellidea			
Choanoflagellidea spp_solitary	2	Choanoflagellidea	2		
Choanoflagellidea spp_solitary	32	Choanoflagellidea			
Choricystis chodatii	1	Choricystis chodatii	1		
Choricystis chodatii	2	Choricystis chodatii	2		
Choricystis chodatii	3	Choricystis chodatii	3		
Choricystis chodatii	32	Choricystis chodatii			
Choricystis coccoides	1	Choricystis coccoides	1		
Choricystis coccoides	2	Choricystis coccoides	2		
Choricystis coccoides	3	Choricystis coccoides	3		
Choricystis coccoides	32	Choricystis coccoides			
Chroococcus aphanocapsoides	1	Chroococcus aphanocapsoides	1		
Chroococcus aphanocapsoides	2	Chroococcus aphanocapsoides	2		
Chroococcus aphanocapsoides	32	Chroococcus aphanocapsoides			
Chroococcus cohaerens	1	Chroococcus cohaerens			
Chroococcus cumulatus	1	Chroococcus cumulatus	1		
Chroococcus cumulatus	32	Chroococcus cumulatus			
Chroococcus dispersus	1	Chroococcus dispersus	1		
Chroococcus dispersus	2	Chroococcus dispersus	2		
Chroococcus distans	1	Chroococcus distans	1		
Chroococcus distans	32	Chroococcus distans			
Chroococcus microscopicus	1	Chroococcus microscopicus	1		
Chroococcus microscopicus	2	Chroococcus microscopicus	2		
Chroococcus microscopicus	3	Chroococcus microscopicus	3		
Chroococcus microscopicus	4	Chroococcus microscopicus	4		
Chroococcus microscopicus	5	Chroococcus microscopicus	5		
Chroococcus microscopicus	32	Chroococcus microscopicus			
Chroococcus minimus	1	Chroococcus minimus	1		
Chroococcus minimus	32	Chroococcus minimus			
Chroococcus minor	1	Chroococcus minor	1		
Chroococcus minor	32	Chroococcus minor			
Chroococcus minutus	1	Chroococcus minutus	1		
Chroococcus minutus	32	Chroococcus minutus			
Chroococcus turgidus	1	Chroococcus turgidus	1		
Chroococcus turgidus	2	Chroococcus turgidus	2		
Chroococcus turgidus	3	Chroococcus turgidus	3		
Chroococcus turgidus	32	Chroococcus turgidus			
Chroomonas baltica	1	Chroomonas baltica	1		
Chroomonas baltica	32	Chroomonas baltica			
Chrysochromulina hirta	32	Chrysochromulina hirta			
Chrysochromulina polylepis	1	Chrysochromulina polylepis	1		
Chrysochromulina polylepis	2	Chrysochromulina polylepis	2		
Chrysochromulina polylepis	3	Chrysochromulina polylepis	3		
Chrysochromulina polylepis	32	Chrysochromulina polylepis			
Chrysochromulina pringsheimii	32	Chrysochromulina pringsheimii			
Chrysochromulina spp	1	Chrysochromulina	1		
Chrysochromulina spp	2	Chrysochromulina	2		
Chrysochromulina spp	3	Chrysochromulina	3		
Chrysochromulina spp	4	Chrysochromulina	4		
Chrysochromulina spp	5	Chrysochromulina	5		
Chrysochromulina spp	32	Chrysochromulina			
Chrysophyceae spp	32	Chrysophyceae			
Ciliate Asp	0			Ciliophora	4
Ciliate sp_A	32			Ciliophora	32
Ciliates spp	0			Ciliophora	1
Ciliates spp	1			Ciliophora	7
Ciliates spp	2			Ciliophora	7
Ciliates spp	3			Ciliophora	4
Ciliates spp	4			Ciliophora	7
Ciliates spp	5			Ciliophora	3
Ciliates spp	6			Ciliophora	2
Ciliates spp	7			Ciliophora	7
Ciliates spp	8			Ciliophora	10
Ciliates spp	9			Ciliophora	11
Ciliates spp	10			Ciliophora	5
Ciliates spp	11			Ciliophora	1
Ciliates spp	12			Ciliophora	12
Ciliates spp	13			Ciliophora	6
Ciliates spp	14			Ciliophora	1
Ciliates spp	15			Ciliophora	2
Ciliates spp	16			Ciliophora	8
Ciliophora spp	7	Ciliophora			
Ciliophora spp	8	Ciliophora			
Ciliophora spp	9	Ciliophora			
Ciliophora spp	10	Ciliophora			
Ciliophora spp	11	Ciliophora			
Ciliophora spp	12	Ciliophora			
Ciliophora spp	13	Ciliophora			
Ciliophora spp	14	Ciliophora			
Ciliophora spp	15	Ciliophora			
Ciliophora spp	16	Ciliophora			
Ciliophora spp	17	Ciliophora			
Ciliophora spp	1	Ciliophora			
Ciliophora spp	2	Ciliophora			
Ciliophora spp	3	Ciliophora			
Ciliophora spp	4	Ciliophora			
Ciliophora spp	5	Ciliophora			
Ciliophora spp	6	Ciliophora			
Ciliophora spp	7	Ciliophora			
Ciliophora spp	8	Ciliophora			
Ciliophora spp	9	Ciliophora			
Ciliophora spp	10	Ciliophora			
Ciliophora spp	32	Ciliophora			
Cladopyxis claytonii	1	Cladopyxis claytonii	1		
Cladopyxis claytonii	2	Cladopyxis claytonii	2		
Cladopyxis claytonii	32	Cladopyxis claytonii			
Closteriopsis longissima	1	Closteriopsis longissima	1		
Closteriopsis longissima	32	Closteriopsis longissima			
Closterium acerosum	1	Closterium acerosum	1		
Closterium acerosum	2	Closterium acerosum	2		
Closterium acerosum	32	Closterium acerosum			
Closterium aciculare	1	Closterium aciculare	1		
Closterium aciculare	2	Closterium aciculare	2		
Closterium aciculare	3	Closterium aciculare	3		
Closterium aciculare	32	Closterium aciculare			
Closterium acutum	1	Closterium acutum			
Closterium acutum	2	Closterium acutum			
Closterium acutum	3	Closterium acutum			
Closterium acutum	32	Closterium acutum			
Closterium acutum var. variabile	1	Closterium acutum var. variabile	1		
Closterium acutum var. variabile	2	Closterium acutum var. variabile	2		
Closterium acutum var. variabile	32	Closterium acutum var. variabile			
Closterium gracile	1	Closterium gracile	1		
Closterium gracile	32	Closterium gracile			
Closterium lineatum	1	Closterium lineatum	1		
Closterium lineatum	32	Closterium lineatum			
Closterium moniliferum	1	Closterium moniliferum	1		
Closterium moniliferum	32	Closterium moniliferum			
Closterium parvulum	1	Closterium parvulum	1		
Closterium parvulum	32	Closterium parvulum			
Closterium spp	1	Closterium	1		
Closterium spp	2	Closterium	2		
Closterium spp	32	Closterium			
Closterium strigosum	1	Closterium strigosum	1		
Closterium strigosum	2	Closterium strigosum	2		
Closterium strigosum	32	Closterium strigosum			
Coccoid sp.A	1			Chlorodendrales	1
Coccoid sp.A	2			Chlorodendrales	1
Coccolithophorid spp	32				
Cocconeis pediculus	1	Cocconeis pediculus	1		
Cocconeis pediculus	32	Cocconeis pediculus			
Cocconeis placentula var. placentula	1	Cocconeis placentula var. placentula	1		
Cocconeis placentula var. placentula	2	Cocconeis placentula var. placentula	2		
Cocconeis placentula var. placentula	3	Cocconeis placentula var. placentula	3		
Cocconeis placentula var. placentula	4	Cocconeis placentula var. placentula	4		
Cocconeis placentula var. placentula	5	Cocconeis placentula var. placentula	5		
Cocconeis placentula var. placentula	32	Cocconeis placentula var. placentula			
Cocconeis spp	32	Cocconeis			
Cochlodinium helicoides	1	Cochlodinium helicoides	1		
Cochlodinium helicoides	32	Cochlodinium helicoides			
Cochlodinium helix	32	Cochlodinium helix			
Cochlodinium pupa	1	Cochlodinium pupa	1		
Cochlodinium pupa	32	Cochlodinium pupa			
Cochlodinium spA	1	Cochlodinium	1		
Cochlodinium spA	2	Cochlodinium	2		
Cochlodinium spp	1	Cochlodinium	1		
Cochlodinium spp	2	Cochlodinium	2		
Cochlodinium spp	32	Cochlodinium			
Coelastrum microporum	1	Coelastrum microporum	1		
Coelastrum microporum	32	Coelastrum microporum			
Coelastrum reticulatum	1	Coelastrum reticulatum	1		
Coelastrum reticulatum	32	Coelastrum reticulatum			
Coelastrum sphaericum	1	Coelastrum sphaericum	1		
Coelastrum sphaericum	32	Coelastrum sphaericum			
Coelomoron pusillum	1	Coelomoron pusillum	1		
Coelomoron pusillum	2	Coelomoron pusillum	2		
Coelomoron pusillum	3	Coelomoron pusillum	3		
Coelomoron pusillum	32	Coelomoron pusillum			
Coelomoron spp	1	Coelomoron	1		
Coelomoron spp	2	Coelomoron	2		
Coelomoron spp	3	Coelomoron	3		
Coelomoron spp	32	Coelomoron			
Coelosphaerium dubium	1	Coelosphaerium dubium	1		
Coelosphaerium dubium	2	Coelosphaerium dubium	2		
Coelosphaerium dubium	3	Coelosphaerium dubium	3		
Coelosphaerium dubium	4	Coelosphaerium dubium	4		
Coelosphaerium dubium	5	Coelosphaerium dubium	5		
Coelosphaerium dubium	32	Coelosphaerium dubium			
Coelosphaerium kuetzingianum	1	Coelosphaerium kuetzingianum	1		
Coelosphaerium kuetzingianum	2	Coelosphaerium kuetzingianum	2		
Coelosphaerium kuetzingianum	3	Coelosphaerium kuetzingianum	3		
Coelosphaerium kuetzingianum	4	Coelosphaerium kuetzingianum	4		
Coelosphaerium kuetzingianum	5	Coelosphaerium kuetzingianum	5		
Coelosphaerium kuetzingianum	32	Coelosphaerium kuetzingianum			
Coelosphaerium subarcticum	1	Coelosphaerium subarcticum	1		
Coelosphaerium subarcticum	2	Coelosphaerium subarcticum	2		
Coelosphaerium subarcticum	3	Coelosphaerium subarcticum	3		
Coelosphaerium subarcticum	4	Coelosphaerium subarcticum	4		
Coelosphaerium subarcticum	5	Coelosphaerium subarcticum	5		
Coelosphaerium subarcticum	32	Coelosphaerium subarcticum			
Colacium vesiculosum	1	Colacium vesiculosum	1		
Colacium vesiculosum	32	Colacium vesiculosum			
Commation sp	0			Commation spp	1
Commation spp	1			Commation spp	1
Commation spp	32			Commation spp	32
Corethron hystrix	1	Corethron			
Corethron hystrix	32	Corethron			
Corethron spp	32	Corethron			
Corethron spp.	32	Corethron			
Corymbellus aureus	0	Corymbellus aureus			
Corymbellus aureus	32	Corymbellus aureus			
Coscinodiscus asteromphalus	1	Coscinodiscus asteromphalus			
Coscinodiscus asteromphalus	32	Coscinodiscus asteromphalus			
Coscinodiscus centralis	0	Coscinodiscus centralis			
Coscinodiscus centralis	1	Coscinodiscus centralis			
Coscinodiscus centralis	2	Coscinodiscus centralis			
Coscinodiscus centralis	32	Coscinodiscus centralis			
Coscinodiscus commutatus	1	Coscinodiscus commutatus	1		
Coscinodiscus commutatus	2	Coscinodiscus commutatus	2		
Coscinodiscus commutatus	3	Coscinodiscus commutatus	3		
Coscinodiscus commutatus	4	Coscinodiscus commutatus	4		
Coscinodiscus commutatus	5	Coscinodiscus commutatus	5		
Coscinodiscus commutatus	32	Coscinodiscus commutatus			
Coscinodiscus concinnus	0	Coscinodiscus concinnus			
Coscinodiscus concinnus	1	Coscinodiscus concinnus	1		
Coscinodiscus concinnus	2	Coscinodiscus concinnus	2		
Coscinodiscus concinnus	3	Coscinodiscus concinnus	3		
Coscinodiscus concinnus	4	Coscinodiscus concinnus	4		
Coscinodiscus concinnus	5	Coscinodiscus concinnus	5		
Coscinodiscus concinnus	32	Coscinodiscus concinnus			
Coscinodiscus granii	1	Coscinodiscus granii	1		
Coscinodiscus granii	2	Coscinodiscus granii	2		
Coscinodiscus granii	3	Coscinodiscus granii	3		
Coscinodiscus granii	4	Coscinodiscus granii	4		
Coscinodiscus granii	5	Coscinodiscus granii	5		
Coscinodiscus granii	6	Coscinodiscus granii	6		
Coscinodiscus granii	7	Coscinodiscus granii	7		
Coscinodiscus granii	8	Coscinodiscus granii	8		
Coscinodiscus granii	9	Coscinodiscus granii	9		
Coscinodiscus granii	32	Coscinodiscus granii			
Coscinodiscus jonesianus	1	Coscinodiscus jonesianus			
Coscinodiscus jonesianus	32	Coscinodiscus jonesianus			
Coscinodiscus oculus-iridis	1	Coscinodiscus oculus-iridis			
Coscinodiscus radiatus	1	Coscinodiscus radiatus	1		
Coscinodiscus radiatus	2	Coscinodiscus radiatus	2		
Coscinodiscus radiatus	3	Coscinodiscus radiatus	3		
Coscinodiscus radiatus	4	Coscinodiscus radiatus	4		
Coscinodiscus radiatus	5	Coscinodiscus radiatus	5		
Coscinodiscus radiatus	6	Coscinodiscus radiatus	6		
Coscinodiscus radiatus	7	Coscinodiscus radiatus	7		
Coscinodiscus radiatus	8	Coscinodiscus radiatus	8		
Coscinodiscus radiatus	9	Coscinodiscus radiatus	9		
Coscinodiscus radiatus	10	Coscinodiscus radiatus			
Coscinodiscus radiatus	11	Coscinodiscus radiatus			
Coscinodiscus radiatus	12	Coscinodiscus radiatus			
Coscinodiscus radiatus	13	Coscinodiscus radiatus			
Coscinodiscus radiatus	14	Coscinodiscus radiatus			
Coscinodiscus radiatus	32	Coscinodiscus radiatus			
Coscinodiscus spp	1	Coscinodiscus	1		
Coscinodiscus spp	2	Coscinodiscus	2		
Coscinodiscus spp	3	Coscinodiscus	3		
Coscinodiscus spp	4	Coscinodiscus	4		
Coscinodiscus spp	5	Coscinodiscus	5		
Coscinodiscus spp	6	Coscinodiscus	6		
Coscinodiscus spp	7	Coscinodiscus	7		
Coscinodiscus spp	8	Coscinodiscus	8		
Coscinodiscus spp	9	Coscinodiscus	9		
Coscinodiscus spp	10	Coscinodiscus	10		
Coscinodiscus spp	11	Coscinodiscus	11		
Coscinodiscus spp	32	Coscinodiscus			
Coscinodiscus wailesii	0	Coscinodiscus wailesii			
